Customer_Age,Gender,Education_Level,Customer_Job,Income,Marital_Status,Dependent_Count,Card_Category,Credit_Limit,Personal_loan,Car_Owner,House_Owner,Cust_Satisfaction_Score,Delinquent_Acc,,,
48,F,Uneducated,Selfemployeed,14975,Married,4,Blue,2077,no,no,yes,3,0,,,
51,F,Unknown,Blue-collar,51399,Married,1,Blue,2763,no,no,yes,4,1,,,
46,M,Post-Graduate,White-collar,70584,Single,1,Blue,3178,no,no,yes,4,1,,,
51,F,Uneducated,White-collar,28924,Married,2,Blue,7210,no,yes,no,4,1,,,
52,F,High School,Selfemployeed,55759,Single,2,Silver,13427,no,no,yes,3,1,,,
52,F,Graduate,Retirees,18384,Married,3,Blue,12421,no,no,no,5,1,,,
51,M,Graduate,Blue-collar,93283,Married,2,Blue,2305,no,no,no,3,1,,,
31,F,Unknown,Selfemployeed,38185,Single,1,Blue,1898,no,yes,no,3,0,,,
46,F,Graduate,Govt,35001,Married,3,Blue,2664,no,no,no,4,0,,,
38,M,High School,White-collar,64824,Single,2,Blue,3422,no,no,no,4,0,,,
51,M,Uneducated,White-collar,99820,Unknown,3,Blue,1555,no,yes,yes,3,0,,,
52,M,Doctorate,Blue-collar,85316,Married,3,Blue,2383,yes,yes,yes,5,0,,,
48,M,Unknown,White-collar,52289,Married,5,Blue,4668,no,no,yes,5,0,,,
51,M,High School,Retirees,81943,Married,3,Blue,1705,no,no,no,4,0,,,
45,M,Graduate,White-collar,151043,Unknown,1,Blue,3535,no,no,no,4,0,,,
49,M,Uneducated,Selfemployeed,68884,Married,2,Blue,2067,no,yes,no,5,0,,,
39,F,Unknown,Selfemployeed,57247,Married,4,Blue,1982,yes,yes,no,4,0,,,
58,F,Post-Graduate,Govt,37699,Single,1,Blue,5456,no,no,no,5,0,,,
52,F,Unknown,Businessman,21178,Single,3,Blue,14057,yes,no,no,5,0,,,
51,F,High School,Blue-collar,48444,Single,3,Blue,2582,no,yes,no,3,0,,,
47,M,Graduate,Businessman,91316,Married,3,Blue,2706,no,no,yes,4,0,,,
53,M,High School,Businessman,73611,Married,3,Blue,1438.3,no,yes,no,5,0,,,
26,M,Graduate,White-collar,46423,Single,0,Blue,2281,no,yes,yes,3,0,,,
53,F,Uneducated,Selfemployeed,51154,Single,2,Blue,6225,no,no,yes,3,0,,,
61,M,High School,Govt,52931,Single,0,Blue,2105,no,yes,no,3,0,,,
63,F,Uneducated,Selfemployeed,5525,Married,0,Blue,3136,no,no,yes,4,0,,,
48,F,Graduate,Selfemployeed,14975,Single,4,Silver,34516,yes,no,no,5,0,,,
45,F,Uneducated,Govt,44792,Single,2,Platinum,34516,no,no,no,5,0,,,
45,F,Unknown,Govt,30283,Married,1,Blue,9234,no,yes,yes,4,0,,,
56,M,Unknown,Blue-collar,71449,Married,2,Blue,1438.3,no,no,yes,4,0,,,
31,M,Unknown,Blue-collar,44816,Married,1,Blue,2363,no,no,no,4,0,,,
39,F,High School,Govt,31212,Single,0,Blue,2165,no,yes,no,4,0,,,
61,F,Graduate,Selfemployeed,14975,Married,0,Blue,3191,yes,no,no,4,0,,,
39,F,Uneducated,Businessman,25430,Married,1,Blue,4232,yes,yes,yes,5,0,,,
41,F,Uneducated,Retirees,27686,Single,4,Blue,23561,no,no,no,3,0,,,
33,F,Doctorate,Govt,56982,Married,2,Blue,6168,no,no,yes,3,0,,,
65,F,High School,Selfemployeed,6550,Married,0,Blue,22720,no,yes,no,4,0,,,
50,M,Unknown,White-collar,126314,Married,1,Blue,13490,no,no,no,4,0,,,
31,F,Graduate,Govt,36839,Single,0,Blue,2680,no,yes,yes,4,0,,,
47,F,Graduate,White-collar,28974,Single,3,Blue,2423,no,yes,no,3,0,,,
40,F,Doctorate,Blue-collar,12470,Married,3,Blue,1640,no,no,yes,3,0,,,
47,F,Unknown,White-collar,38884,Married,3,Silver,34516,no,no,no,4,0,,,
41,F,Graduate,Selfemployeed,14975,Married,3,Blue,2002,no,no,yes,5,0,,,
43,M,Uneducated,Retirees,89052,Unknown,3,Blue,6448,no,yes,no,4,0,,,
49,F,Post-Graduate,Businessman,233304,Single,3,Gold,4103,no,yes,yes,5,0,,,
29,F,Uneducated,Govt,32460,Married,1,Blue,18974,no,yes,yes,5,0,,,
43,M,Unknown,Govt,57799,Married,4,Blue,13103,no,no,no,4,0,,,
40,M,High School,Retirees,74329,Married,3,Blue,2516,yes,no,no,5,0,,,
54,F,Graduate,Blue-collar,14622,Single,3,Blue,23018,no,yes,no,4,0,,,
53,M,High School,Businessman,118270,Married,1,Blue,5855,no,no,yes,5,0,,,
53,M,Unknown,White-collar,106429,Single,3,Silver,31497,no,yes,yes,5,0,,,
53,F,Graduate,White-collar,22263,Single,4,Blue,5051,no,no,no,3,0,,,
52,F,Unknown,White-collar,31483,Married,1,Silver,13882,no,no,no,5,0,,,
53,F,Graduate,Businessman,34215,Married,2,Blue,34516,yes,yes,yes,4,0,,,
56,F,Post-Graduate,White-collar,49899,Single,3,Blue,1669,no,no,no,4,0,,,
36,F,Uneducated,Govt,38223,Married,2,Blue,2585,no,no,no,5,0,,,
49,M,Graduate,Retirees,37082,Married,3,Blue,3541,yes,no,yes,3,0,,,
38,F,Uneducated,Businessman,28923,Married,0,Blue,2665,no,yes,no,3,0,,,
53,F,Graduate,White-collar,32656,Married,3,Blue,2394,no,no,no,3,0,,,
50,F,Post-Graduate,Selfemployeed,6550,Married,2,Blue,18672,no,yes,no,4,0,,,
50,M,High School,Govt,79505,Single,2,Blue,2298,no,no,no,5,0,,,
35,F,High School,Blue-collar,13283,Single,0,Blue,2413,no,no,no,5,0,,,
37,F,Graduate,Blue-collar,34014,Single,1,Blue,7551,no,yes,no,4,0,,,
60,F,Graduate,Blue-collar,33736,Married,0,Blue,2494,no,no,yes,5,0,,,
52,M,Uneducated,Selfemployeed,88125,Married,3,Blue,2542,no,yes,no,4,0,,,
56,F,Graduate,Selfemployeed,5225,Married,2,Blue,7753,no,yes,no,4,0,,,
51,M,Graduate,Blue-collar,108395,Married,2,Blue,10984,no,no,yes,5,0,,,
55,F,Unknown,Selfemployeed,14975,Single,1,Blue,2508,no,yes,no,4,0,,,
65,F,High School,Govt,49644,Married,0,Blue,3977,no,yes,no,5,0,,,
45,F,Graduate,Selfemployeed,34503,Unknown,4,Silver,18965,yes,no,no,4,0,,,
49,F,Unknown,Selfemployeed,32154,Married,4,Blue,5155,no,no,no,4,0,,,
36,F,Graduate,White-collar,32448,Unknown,2,Blue,6897,no,no,no,5,0,,,
43,M,High School,Selfemployeed,60531,Married,3,Blue,10972,no,yes,yes,5,0,,,
51,F,Graduate,Blue-collar,28065,Single,3,Blue,1735,no,yes,no,5,0,,,
31,F,Unknown,Selfemployeed,21865,Married,0,Blue,7278,no,yes,yes,5,0,,,
41,M,Graduate,Govt,111638,Single,4,Silver,34516,no,no,yes,3,0,,,
53,M,Uneducated,White-collar,117885,Single,3,Silver,21754,no,no,yes,3,0,,,
37,F,Graduate,Selfemployeed,14975,Single,4,Blue,2096,no,yes,no,3,0,,,
40,F,Graduate,Retirees,38513,Single,5,Blue,9352,no,yes,yes,5,0,,,
43,F,High School,Businessman,42278,Single,4,Blue,11012,no,no,yes,4,0,,,
37,M,Graduate,Selfemployeed,73660,Married,5,Blue,3168,no,yes,no,4,0,,,
51,M,Graduate,Govt,86871,Married,3,Blue,4284,no,no,yes,4,0,,,
42,M,Graduate,Govt,55367,Single,3,Blue,6508,no,no,yes,3,0,,,
48,M,Graduate,Retirees,71975,Married,3,Blue,5642,no,no,no,3,0,,,
28,F,Unknown,Selfemployeed,14975,Married,0,Blue,4116,no,yes,yes,4,0,,,
51,F,High School,Selfemployeed,13598,Married,3,Blue,3396,no,no,yes,4,0,,,
51,M,Graduate,Businessman,120132,Married,2,Blue,14131,no,no,yes,4,0,,,
60,F,Graduate,Selfemployeed,2565,Single,0,Blue,3401,no,yes,no,4,0,,,
49,F,High School,White-collar,40124,Unknown,2,Blue,2432,no,no,no,5,0,,,
40,M,Uneducated,Govt,87581,Married,4,Blue,3258,no,yes,yes,4,0,,,
46,F,High School,Govt,53458,Married,3,Blue,3240,no,no,yes,4,1,,,
54,F,Uneducated,Retirees,39889,Married,2,Blue,9300,no,yes,no,5,1,,,
56,F,High School,White-collar,138615,Married,1,Blue,8919,no,yes,yes,4,1,,,
64,F,High School,Selfemployeed,6550,Single,1,Blue,11042,no,no,yes,4,1,,,
51,F,Uneducated,Businessman,19103,Married,3,Blue,1553,no,no,yes,4,1,,,
62,M,Unknown,Selfemployeed,14975,Single,1,Blue,4969,no,yes,yes,4,0,,,
51,M,Unknown,Govt,78772,Married,0,Blue,16929,no,no,yes,4,0,,,
45,F,Doctorate,Govt,18953,Married,4,Blue,3073,no,no,yes,3,0,,,
45,F,High School,Retirees,46944,Married,3,Blue,32676,no,yes,no,5,0,,,
48,M,Graduate,White-collar,65480,Unknown,3,Blue,1790,no,yes,no,4,0,,,
43,F,Unknown,Businessman,23969,Married,2,Blue,1872,no,no,yes,5,0,,,
43,M,Graduate,Blue-collar,45107,Unknown,3,Blue,5448,no,no,yes,4,0,,,
59,F,Post-Graduate,Govt,50121,Married,0,Blue,10698,no,no,yes,5,0,,,
34,F,Graduate,Retirees,17697,Married,2,Blue,22770,no,no,no,3,0,,,
60,F,Uneducated,Businessman,17818,Single,0,Blue,3792,no,no,no,5,0,,,
53,F,Post-Graduate,Blue-collar,49963,Single,1,Blue,1773,no,no,no,3,0,,,
47,F,Graduate,Retirees,54817,Married,1,Blue,13816,no,yes,yes,3,0,,,
41,F,High School,Businessman,172693,Married,2,Blue,7261,yes,yes,yes,3,0,,,
36,F,Uneducated,Selfemployeed,14975,Married,3,Blue,30011,no,no,no,4,0,,,
51,M,Graduate,Retirees,72169,Single,3,Blue,1998,no,yes,no,4,0,,,
49,M,Graduate,Blue-collar,72379,Married,2,Blue,3095,no,yes,yes,3,0,,,
42,F,Graduate,White-collar,51747,Married,2,Blue,4432,no,no,no,3,0,,,
48,M,Graduate,Businessman,104908,Married,3,Blue,7801,no,no,no,4,0,,,
53,M,Unknown,Retirees,46204,Married,1,Silver,34516,no,yes,no,4,0,,,
49,M,Unknown,Retirees,57000,Married,1,Blue,5862,no,yes,yes,3,0,,,
49,M,Unknown,Retirees,62127,Single,3,Blue,3815,no,yes,no,5,0,,,
42,F,Unknown,Blue-collar,37329,Single,3,Blue,6779,no,no,no,4,0,,,
44,M,Unknown,White-collar,70224,Single,4,Blue,1953,no,yes,no,3,0,,,
37,M,Graduate,Selfemployeed,53620,Married,1,Blue,1438.3,no,no,no,5,0,,,
50,M,Uneducated,White-collar,103598,Single,3,Blue,3252,no,yes,no,5,0,,,
57,F,Unknown,Businessman,215404,Married,2,Gold,4288,yes,no,no,4,0,,,
51,M,Graduate,Businessman,109371,Single,4,Blue,9815,no,yes,yes,3,0,,,
51,F,High School,White-collar,17175,Single,1,Blue,7959,no,yes,yes,4,0,,,
55,M,Graduate,White-collar,68682,Single,3,Blue,8997,no,no,yes,5,0,,,
36,M,Graduate,Govt,86760,Married,0,Blue,2158,no,no,no,5,0,,,
48,M,Graduate,Businessman,92220,Married,3,Blue,2939,no,no,yes,4,0,,,
30,F,High School,Govt,35894,Single,1,Blue,6417,no,yes,yes,4,0,,,
37,F,Unknown,Selfemployeed,11947,Single,1,Blue,7578,yes,no,yes,4,0,,,
49,M,Uneducated,Businessman,65420,Married,2,Blue,2434,no,no,yes,3,0,,,
60,M,Uneducated,Blue-collar,31286,Married,0,Blue,2226,yes,yes,yes,3,0,,,
31,F,Post-Graduate,Retirees,29865,Married,0,Blue,21590,no,no,no,3,0,,,
40,M,Doctorate,Govt,59260,Married,3,Blue,16312,no,no,yes,3,0,,,
56,M,Uneducated,Businessman,108617,Single,1,Gold,34516,no,no,yes,4,0,,,
38,F,Uneducated,Businessman,33784,Married,1,Blue,3626,no,no,no,4,0,,,
44,F,Graduate,Selfemployeed,46763,Single,4,Silver,15939,no,no,no,4,0,,,
54,F,Graduate,Businessman,27681,Married,0,Blue,2347,no,no,yes,4,0,,,
51,M,Graduate,Selfemployeed,44203,Married,4,Blue,1438.3,no,no,yes,4,0,,,
31,F,Graduate,Selfemployeed,2565,Single,0,Blue,20865,no,yes,no,4,0,,,
59,M,Unknown,Selfemployeed,54982,Single,1,Blue,2883,no,no,yes,3,0,,,
47,M,High School,White-collar,39792,Single,5,Blue,2855,no,no,yes,4,0,,,
46,F,Unknown,Selfemployeed,14975,Single,4,Blue,2964,no,yes,no,4,0,,,
35,F,High School,Selfemployeed,2565,Unknown,4,Blue,6866,no,yes,yes,4,0,,,
52,F,High School,Businessman,19801,Married,2,Blue,5471,no,yes,yes,4,0,,,
34,F,Unknown,Selfemployeed,50045,Married,3,Blue,4543,no,yes,yes,4,0,,,
45,M,Graduate,Businessman,181240,Unknown,4,Silver,34516,no,yes,no,4,0,,,
35,F,High School,White-collar,18286,Married,2,Blue,2954,no,yes,yes,4,0,,,
43,M,Graduate,Businessman,118370,Married,2,Blue,4353,no,no,no,4,0,,,
52,F,Uneducated,Selfemployeed,7865,Married,2,Blue,4006,no,yes,no,4,0,,,
56,F,High School,Blue-collar,25930,Single,2,Blue,4535,no,no,yes,4,0,,,
52,M,Unknown,White-collar,141172,Single,0,Blue,15648,no,no,no,4,0,,,
39,F,Post-Graduate,Retirees,56445,Married,1,Blue,4959,no,no,no,3,0,,,
62,M,Unknown,White-collar,39362,Single,0,Silver,14335,no,yes,no,4,0,,,
38,F,Unknown,Selfemployeed,14975,Single,3,Blue,27745,no,no,no,4,0,,,
57,F,High School,Govt,26721,Married,2,Blue,2567,no,no,no,4,0,,,
49,F,Graduate,Selfemployeed,16710,Married,2,Blue,6259,no,no,yes,4,0,,,
46,M,Graduate,Businessman,56347,Single,3,Blue,34516,no,no,no,5,0,,,
44,M,Graduate,Selfemployeed,41487,Single,3,Blue,4180,no,no,yes,3,0,,,
43,M,Graduate,Blue-collar,84602,Married,4,Blue,8892,no,yes,yes,5,0,,,
42,F,Unknown,Selfemployeed,57264,Single,2,Blue,3901,no,yes,no,5,0,,,
32,M,High School,Businessman,42792,Married,0,Blue,2758,no,no,yes,4,0,,,
64,M,Graduate,White-collar,38747,Single,0,Blue,4177,no,no,yes,5,0,,,
41,F,Uneducated,Blue-collar,10561,Single,2,Blue,4145,no,yes,yes,5,0,,,
41,M,High School,Govt,48461,Unknown,3,Silver,34516,yes,yes,yes,5,0,,,
49,M,Unknown,Retirees,68231,Single,2,Blue,1438.3,no,yes,yes,4,0,,,
61,F,Post-Graduate,Retirees,46218,Married,0,Blue,6797,no,no,yes,4,0,,,
52,F,Uneducated,Selfemployeed,14975,Single,4,Blue,2157,no,no,yes,5,0,,,
35,F,Graduate,Businessman,66918,Married,3,Blue,1991,no,yes,yes,5,0,,,
40,F,Unknown,Selfemployeed,14975,Married,2,Blue,3380,no,yes,no,5,0,,,
51,M,Post-Graduate,Businessman,91866,Unknown,2,Blue,2822,no,no,yes,5,0,,,
38,F,Graduate,Retirees,18205,Single,1,Blue,1438.3,no,no,no,5,0,,,
58,F,Graduate,Businessman,199240,Single,4,Gold,7664,no,no,yes,4,0,,,
45,F,Uneducated,Selfemployeed,10463,Single,2,Blue,7319,no,yes,yes,5,0,,,
52,F,High School,Businessman,223136,Married,2,Silver,32250,no,yes,no,5,0,,,
59,M,Graduate,Blue-collar,49690,Single,0,Blue,17268,no,no,yes,5,0,,,
46,F,Uneducated,Businessman,57116,Married,3,Blue,6275,no,no,no,4,0,,,
44,M,Doctorate,Govt,87464,Single,4,Blue,10880,no,no,yes,3,0,,,
47,M,Graduate,Selfemployeed,76513,Married,4,Silver,34516,no,no,yes,4,0,,,
42,M,Uneducated,Businessman,115003,Married,5,Blue,24239,no,yes,yes,3,0,,,
48,M,Graduate,Selfemployeed,47072,Married,3,Blue,2175,no,no,no,4,0,,,
51,F,Unknown,Selfemployeed,30239,Married,0,Blue,1877,no,no,yes,5,0,,,
64,F,Graduate,Selfemployeed,11198,Single,0,Blue,1438.3,no,no,no,5,0,,,
41,F,High School,Blue-collar,15789,Single,4,Blue,9149,no,no,yes,4,0,,,
33,F,Uneducated,Selfemployeed,11639,Married,3,Blue,2400,no,no,no,5,0,,,
43,M,Unknown,Retirees,45109,Single,3,Blue,9854,no,no,no,4,0,,,
49,F,Graduate,Businessman,161874,Married,3,Gold,34516,no,yes,no,5,0,,,
61,M,Graduate,Businessman,107430,Single,0,Blue,4136,no,no,no,5,0,,,
36,F,Uneducated,Selfemployeed,26764,Single,1,Blue,2061,no,no,yes,5,0,,,
40,M,Graduate,Retirees,79186,Single,5,Blue,1635,no,yes,yes,3,0,,,
54,F,Post-Graduate,Selfemployeed,14975,Married,1,Blue,5202,no,no,yes,5,0,,,
46,M,Post-Graduate,Businessman,187606,Unknown,3,Silver,33711,no,no,yes,3,0,,,
46,M,Graduate,Selfemployeed,82855,Single,4,Blue,12366,no,no,no,5,0,,,
38,F,High School,Govt,27941,Single,3,Blue,3107,no,no,yes,4,0,,,
56,F,Uneducated,Selfemployeed,2565,Married,2,Blue,4503,no,no,yes,5,0,,,
36,M,Graduate,Businessman,235546,Married,3,Platinum,11782,no,no,no,5,0,,,
55,F,Post-Graduate,Govt,28265,Married,2,Blue,1677,no,no,no,4,0,,,
47,F,High School,Selfemployeed,11379,Single,2,Blue,2252,no,no,no,5,0,,,
54,F,Graduate,Selfemployeed,11087,Married,0,Blue,3244,no,no,yes,5,0,,,
36,F,Graduate,Businessman,152825,Married,3,Blue,34516,no,no,yes,4,0,,,
41,F,Graduate,Selfemployeed,11370,Single,3,Blue,3118,no,no,yes,5,0,,,
45,F,Graduate,Retirees,15436,Married,2,Blue,17965,no,yes,yes,5,0,,,
38,M,High School,Businessman,181713,Single,1,Silver,15315,no,yes,no,4,0,,,
53,F,Uneducated,Selfemployeed,7865,Married,2,Blue,27512,no,no,no,4,0,,,
39,M,Graduate,Govt,85456,Single,1,Blue,1601,no,no,no,5,0,,,
52,F,Graduate,Retirees,53835,Married,3,Blue,2799,no,no,yes,3,0,,,
46,F,Graduate,Blue-collar,26425,Married,2,Blue,2655,no,yes,no,5,0,,,
29,F,Unknown,Blue-collar,25798,Single,1,Blue,7272,no,no,yes,5,0,,,
50,F,Unknown,Selfemployeed,14975,Married,2,Blue,3773,no,yes,no,5,0,,,
30,F,Graduate,White-collar,20669,Single,0,Blue,2498,no,yes,yes,5,0,,,
56,M,High School,Govt,63239,Married,2,Blue,2918,no,yes,no,3,0,,,
53,F,Graduate,Blue-collar,41180,Single,3,Blue,2991,no,yes,no,5,0,,,
30,M,Unknown,White-collar,41382,Married,1,Blue,31501,no,yes,yes,3,0,,,
55,F,High School,Selfemployeed,14980,Married,3,Blue,33864,no,no,no,5,0,,,
52,F,Uneducated,Selfemployeed,11784,Single,1,Blue,22332,yes,yes,no,5,0,,,
56,F,Graduate,Govt,54364,Married,3,Blue,8464,no,no,no,4,0,,,
57,M,High School,Blue-collar,64217,Single,2,Blue,2099,no,yes,no,4,0,,,
57,F,Graduate,Businessman,53987,Married,5,Blue,1438.3,no,no,yes,5,0,,,
54,M,Doctorate,Blue-collar,63503,Single,3,Blue,2971,no,yes,no,4,0,,,
28,M,High School,Blue-collar,12470,Single,1,Blue,4546,no,no,yes,3,0,,,
30,F,Graduate,Govt,27881,Married,0,Blue,6193,no,yes,yes,4,0,,,
43,F,High School,Selfemployeed,6550,Married,2,Blue,4026,no,yes,no,5,0,,,
65,F,High School,Blue-collar,16608,Married,1,Blue,2917,no,no,yes,5,0,,,
52,M,Unknown,White-collar,102179,Married,2,Blue,8285,no,no,no,4,0,,,
43,F,Graduate,Businessman,32399,Married,1,Blue,9771,yes,no,yes,5,0,,,
51,M,Graduate,Selfemployeed,57673,Single,3,Blue,13908,no,yes,no,4,0,,,
54,F,Uneducated,Businessman,36604,Married,1,Blue,21696,no,no,yes,4,0,,,
62,F,Uneducated,Blue-collar,33874,Single,0,Blue,6746,no,no,yes,5,0,,,
42,F,Graduate,Selfemployeed,33414,Married,1,Blue,4759,no,yes,yes,3,0,,,
34,F,Unknown,Businessman,18108,Single,2,Blue,2490,no,yes,no,5,0,,,
43,M,High School,Blue-collar,81359,Single,2,Blue,2830,no,no,no,3,0,,,
46,F,Unknown,Blue-collar,57262,Married,4,Blue,3515,no,no,no,3,0,,,
39,F,Graduate,White-collar,33483,Married,2,Blue,8203,no,yes,yes,4,0,,,
48,F,Graduate,Govt,19876,Single,4,Blue,2740,no,no,yes,5,0,,,
55,F,Graduate,Govt,28743,Single,2,Blue,2983,no,no,yes,4,0,,,
45,M,Graduate,Blue-collar,67040,Married,5,Blue,4950,no,no,no,3,0,,,
60,M,Uneducated,White-collar,37336,Married,1,Silver,18064,no,no,no,4,0,,,
52,M,Graduate,Blue-collar,62267,Single,3,Blue,5881,no,no,yes,5,0,,,
55,F,Graduate,Selfemployeed,8250,Married,3,Blue,17302,yes,no,yes,5,0,,,
46,M,Graduate,White-collar,85266,Married,3,Blue,1438.3,no,yes,yes,5,0,,,
49,F,Unknown,Retirees,25026,Married,1,Blue,1438.3,no,yes,no,5,0,,,
43,F,Graduate,White-collar,56187,Single,3,Blue,8739,no,yes,no,3,0,,,
29,F,Uneducated,Selfemployeed,11397,Married,1,Blue,3209,no,no,no,5,0,,,
41,F,High School,Retirees,25761,Single,1,Blue,34516,no,no,no,5,0,,,
62,F,Unknown,Businessman,40240,Single,0,Blue,7558,no,yes,no,3,0,,,
52,F,Graduate,Selfemployeed,13109,Unknown,1,Blue,5039,no,no,yes,3,1,,,
43,F,Graduate,Govt,27133,Married,2,Blue,1477,no,no,yes,4,1,,,
52,F,Doctorate,Selfemployeed,14975,Married,0,Blue,6116,no,no,yes,4,1,,,
47,M,High School,Selfemployeed,55332,Single,4,Blue,11236,no,yes,no,5,1,,,
46,F,Graduate,Govt,50370,Married,5,Blue,2441,no,no,yes,3,0,,,
60,F,Graduate,Govt,36284,Single,1,Blue,8133,no,yes,no,3,0,,,
57,F,High School,Retirees,44339,Married,0,Blue,23000,no,yes,no,4,0,,,
26,M,Graduate,Govt,51295,Single,1,Blue,8184,no,yes,yes,4,0,,,
44,F,Graduate,White-collar,40257,Married,3,Blue,9843,no,yes,no,4,0,,,
45,F,Uneducated,White-collar,59753,Married,4,Blue,2505,no,yes,no,5,0,,,
34,M,Graduate,Blue-collar,65074,Single,4,Blue,2813,no,no,no,4,0,,,
43,M,Uneducated,Govt,59694,Unknown,3,Blue,2163,no,yes,no,3,0,,,
51,M,Graduate,Govt,51159,Single,1,Blue,5570,no,no,no,4,0,,,
29,M,Graduate,Govt,86688,Single,1,Blue,2285,no,yes,no,4,0,,,
39,M,Post-Graduate,White-collar,50366,Single,1,Blue,20789,no,yes,no,5,0,,,
39,M,Post-Graduate,Govt,95148,Married,2,Blue,3913,no,no,no,5,0,,,
57,F,High School,White-collar,42238,Married,2,Blue,13220,no,no,no,4,0,,,
44,M,Graduate,Retirees,78691,Married,2,Blue,13882,no,no,yes,4,0,,,
47,M,Doctorate,Businessman,109324,Single,4,Blue,23502,no,yes,no,4,0,,,
50,M,Unknown,White-collar,73859,Married,2,Blue,2712,no,yes,yes,4,0,,,
39,F,Uneducated,Selfemployeed,14975,Single,1,Blue,34516,no,no,no,4,0,,,
49,F,Graduate,Selfemployeed,14975,Single,5,Blue,2162,no,no,yes,4,0,,,
49,F,Post-Graduate,Govt,46499,Married,3,Blue,3499,no,no,no,5,0,,,
44,M,Graduate,Selfemployeed,61322,Married,4,Blue,2966,no,no,yes,5,0,,,
51,F,Graduate,Blue-collar,31355,Married,1,Silver,12793,yes,yes,yes,4,0,,,
26,F,Graduate,Selfemployeed,43637,Married,0,Blue,4207,no,yes,no,4,0,,,
36,F,Doctorate,Businessman,32125,Unknown,1,Blue,7195,yes,yes,yes,3,0,,,
52,F,Graduate,Selfemployeed,14975,Single,2,Silver,34516,no,yes,yes,4,0,,,
53,M,Graduate,Selfemployeed,41790,Unknown,3,Blue,1629,no,no,no,4,0,,,
47,M,Graduate,Blue-collar,99300,Single,3,Blue,2791,no,yes,no,4,0,,,
51,F,High School,Businessman,210863,Married,3,Blue,21906,no,no,no,4,0,,,
45,F,Graduate,White-collar,18825,Married,3,Blue,6811,yes,yes,no,5,0,,,
47,F,Graduate,Blue-collar,10689,Single,2,Silver,2910,no,no,yes,4,0,,,
42,M,High School,White-collar,117882,Unknown,0,Blue,24001,no,yes,no,3,0,,,
54,M,Graduate,Blue-collar,74896,Single,5,Blue,8900,no,yes,no,4,0,,,
50,F,High School,Govt,53874,Married,1,Blue,1438.3,no,no,no,4,0,,,
40,F,Graduate,White-collar,29820,Single,3,Blue,2608,no,yes,no,3,0,,,
41,F,Graduate,Businessman,34852,Single,4,Blue,1905,no,no,yes,4,0,,,
38,F,Graduate,White-collar,26985,Single,3,Blue,1438.3,no,no,no,4,0,,,
36,M,Uneducated,Govt,79802,Married,1,Blue,4607,yes,no,no,5,0,,,
52,M,Unknown,White-collar,105963,Married,1,Blue,33870,no,no,yes,5,0,,,
63,M,High School,Blue-collar,73599,Single,1,Blue,3269,no,no,yes,4,0,,,
45,F,Unknown,Businessman,206617,Married,2,Blue,7469,no,yes,yes,3,0,,,
51,F,Graduate,Blue-collar,10655,Single,1,Silver,11281,no,yes,yes,5,0,,,
49,M,Graduate,Govt,91473,Married,3,Blue,10699,no,yes,no,3,0,,,
35,F,Doctorate,Businessman,20977,Single,2,Blue,5667,no,yes,no,4,0,,,
40,F,Graduate,Govt,23334,Single,3,Blue,5941,no,yes,no,5,0,,,
46,M,High School,Selfemployeed,72966,Single,1,Blue,5169,no,yes,no,4,0,,,
46,M,High School,White-collar,105944,Married,4,Blue,21046,no,yes,no,4,0,,,
57,F,Uneducated,Blue-collar,33613,Single,2,Blue,9829,no,no,yes,4,0,,,
25,M,High School,White-collar,73591,Married,3,Blue,1965,no,yes,no,4,0,,,
51,F,Unknown,Businessman,181555,Married,2,Blue,28612,yes,no,yes,4,0,,,
47,M,Uneducated,Govt,111325,Married,2,Blue,12091,no,yes,yes,4,0,,,
41,F,Doctorate,Retirees,53810,Married,2,Blue,1438.3,yes,no,yes,3,0,,,
37,M,Uneducated,Govt,88711,Unknown,2,Blue,2700,no,no,no,4,0,,,
33,M,Doctorate,Retirees,70788,Married,2,Blue,2464,no,no,no,4,0,,,
37,M,High School,Businessman,60777,Married,3,Blue,2701,no,yes,no,4,0,,,
44,F,High School,Selfemployeed,14975,Married,3,Blue,4365,no,no,no,4,0,,,
49,M,Graduate,Govt,113125,Single,3,Gold,15987,no,no,no,4,0,,,
35,M,High School,Govt,109854,Single,4,Blue,5807,no,yes,yes,3,0,,,
60,M,High School,Businessman,46326,Married,1,Blue,3277,no,no,no,4,0,,,
49,F,High School,Govt,28213,Single,4,Blue,4134,no,no,yes,3,0,,,
47,M,Unknown,Businessman,114707,Single,3,Silver,34516,no,yes,no,4,0,,,
52,M,Unknown,Selfemployeed,30798,Married,2,Blue,3546,no,yes,no,4,0,,,
55,M,Uneducated,Blue-collar,65515,Single,1,Blue,2583,no,no,yes,4,0,,,
50,M,High School,Selfemployeed,82638,Single,1,Blue,1663,yes,no,yes,3,0,,,
60,M,Doctorate,White-collar,132641,Married,1,Silver,34516,no,no,no,4,0,,,
48,F,Post-Graduate,Blue-collar,19967,Married,5,Blue,4408,no,yes,no,4,0,,,
40,F,Doctorate,Selfemployeed,14975,Married,2,Blue,2514,no,no,yes,4,0,,,
54,F,Graduate,Selfemployeed,13135,Married,2,Blue,13768,no,no,no,4,0,,,
39,M,Graduate,White-collar,50037,Single,3,Blue,24949,no,no,yes,4,0,,,
50,M,Uneducated,Govt,64000,Married,1,Blue,6049,no,no,no,4,0,,,
